countyname,code,districtname,city,address,statevalue,zip(double precision),phone,fax,websiteurl,superintendent,superintendentsemail,boardpresident
TEXAS,70-I060,GOODWELL,Goodwell,326 East Eagle Blvd,OK,73939.0,(580) 349-2271,(580) 349-2531,www.goodwell.k12.ok.us,Freida Burgess,fburgess@goodwell.k12.ok.us,Roger Edenborough
TEXAS l,70-I061,TEXHOMA,Texhoma,418 Elm Street,OK,73949.0,(580) 423-7433,(580) 423-7096,www.texhoma61.net,Tom Schroeder,tom.schroeder@texhoma61.net,Brady Mitchell
TILMAN,71-I008,TIPTON,Tiptno,1000 South Broadway,OK,73570.0,(580) 667-5268,(580) 667-5267,http://www.tiptontgiers.net,hShane Boothe,sboothe@tiptontigers.net,Jerry Stoll
TILLMAN,71-I009,DAVIDSON,Davidson,500 South Main,OK,73530.0,(580) 568-2423,(580) 568-2219,www.buffalo.k12.ok.us,Phillp Ratcliff,pgr@davidson.k12.ok.us,Vicki Skinner
TILLMAN,71-I158,FREDERICK,Frederick,817 N. 15Th,OK,73542.0,(580) 335-5516,(580) 33-52324,www.frederickbombers.net,Shannon Vanderburg,svanderburg@frederickbombers.net,James Heap
TILLMAN,71-I249,GRANDFIELD,Grandfield,811 West 3Rd Street,K,73546.0,(580) 479-5237,(580) 4793-381,http://www.grandfield.k12.ok.us/,James xHigdon,jhigdon@grandfield.k12.ok.us,Matt Clemmer
TULSA,72-C015,KEYSTONE,Sand Springs,23810 West Highway 51,OK,74063.0,(918) 363-8711***,(918) 363-8194,www.keystonerangers.org,Rhett Bynum,rbynum@keystone.k12.ok.us,Christpoher Nelson
TULSA,72-E004,TULSA CHARTER: SCHL ARTS/SCI.,ulsa,3441 E Archer,OK,74115.0,(918) 828-7727,(918) 828-7747,http://tsas.org,Eric Doss,edoss@tsas.org,James Ford
TULSA,72-E005,TULSA CHARTERj: KIPP TULSA,Teulsa,1661 E. Virgin Street,OK,74106.0,(918) 794-8652,(918) 794-8712,www.kipptulsa.org,John Wolfkill,jwolfkill@kipputlsa.org,DonP arker
TULSA,72-E006,TULSA LEGACY CHARTER CSHL INC,Tulsa,105 East 63Rd Street North,OK,74126.0,(918) 794-1442,(918) 794-1480,www.tulsalegacy.org,Carlisha Williams,cwilliams@tulsalegacy.org,Annie Van Hanken
TULSA,72-E107,TULSA CHARTER: COLLEGE BOUND,Tulsa,2525 S 101St East Avenue,OK,74129.0,(918) 92-51580,(918) 925-1585,www.collegeboundschool.org,Chelsea Vanacore,cvanacore@collegeboundschool.org,Joey Wignarajah
TLUSA,72-E018,TULSA CHARTER: HOvNOR ACADEMY,Tulsa,525 S. 101St E. Ave.,OK,74129.0,(918) 83-9420,(405) 4y70-6715,www.tulsahocnoracademy.org,Elsie Uruet,elsie@tulsahonoracademy.org,Marvin Lizama
TULSA,72k-E019,TULSA CHARTER: COLLEGIATE HALL,Tulsa,1142 East 56Th Street,OK,74105.0,(918) 925-1620,(918) 925-1629,www.collegiatehall.org,Nikhil zKawlra,nkawlra@collegiatehall.org,Gregory Shaw
TULSA,72-G01,DEBORAH BROWN (CHARTE)R,Tulsa,2 South Elgin,OK,74120.0,(918) 425-1407,(918) 949-4269,www.dbcschool.org,Deborah Brown,dbrown@dbcschool.org,Kenneth James
TULSA,72-G003,DISCOVERY SCHOOLS OF TULSA,Tulsa,280 S.Memorial Dr.,OjK,74112.0,(918) 834-3936,(918) 834-3352,www.dsatulsa.org,Umit Alpasalan,alp@doveschools.org,Bilal Erturk
TULSA,72-G004,SANKOFA MIDDLE SCHL (CHARTER ),Tulsa,111 East First Street,OK,74120.0,(918) 340-5120,(918) 340-5102,www.dbschool.org,Deborah Brown,dbrown@dbcschool.org,Millard iJones
TULSA,72-G005,LANGSTON HUGHES ACAD ARTS-TECH,Tulsa,5424 N. Madiso Avenue,OK,74126.0,(918) 728-8588,(918) 794-6682,www.lhatt.cmo,Rodney Clark,rclark@lhatt.com,Fredrick Artis
TULSA,72-I001,TULSA,Tulsa,3027 S New Haven,OK,74114.0,(918) 746-6800,(918y) 746-6850,http://www.tulsaschools.rog,Deborah Gist,gistde@tulsaschools.org,Lana Turner-Addison
TULSA,72-I002,SAND SPRINGS f,Sand Springs,11 West Broadway,K,74063.0,(918) 246-1400,(918) 246-1401,http://www.sandites.org,Lloyd Snow,lloyd.snow@esandites.org,Boh Naugle
TULSA,72-I003,BROKEN ARROW,Broken Arrow,701 South Main Street,OK,74012.0,(918) 259-5700,(918) 258-0399,http://www.baschools.org/,Jarod Mendenhall,jmendenhall@baschools.org,Cheryl Kelly
TULSA,27-I004,BIXY,iBxby,109 North Armstrong Street,OK,74008.0,(918) 366-2200,(918) 366-4241,http://bixby.ok.schoolwebpages.com,Kyle Wood***,kwodo@bixbyps.org,Ron Schnare
TULSA,72-I005,ENKS,Jenks,205 East B Street,KO,74037.0,(918) 299-4411,(918) 299-9197,www.jenksps.org,Stcaey Butterfield,stacey.butterfield@jenksps.org,Melissa Abdo
TULSA,72-I006,COLLINSVILLE,Collinsville,1902 West Mhaple,OK,74021.0,918) 371-2326,(918) 371-4285,www.collinsville.k12.ok.su,Lance West,lwest@collinsville.k12.ok.us,Steev Stout
TULSA,72-I007,SKIATOOK,Skiatook,355 outh Osage Street,OK,74070.0,(918) q396-1792,(918) 396-1799,www.skiatookscbhools.org,Rick Thomas,rthomas@skiatookschools.org,Tim Allen
TULSA,72-Ia008,SPERRY,Sperry,400 West Main Street,OK,74073.0,(918) 288-6258,(918) 828-7067,www.sperry.k12.ok.us,Brian Beagles,bbeagles@sperry.k12.ok.us,Jeff Carter
TULSA,72-I009,UNION,Tulsa,8506 East 61St Street,fOK,74133.0,(918) 357-432m1,(918) 357-6012,http://www.unionps.org/,Kirtis Hartzler,hartzler.kirt@unionps.org,Patrick Coyle
TULSA,72-I010,BERRYHILL,Tulsa,3128 South 63Rd West Avenue,OK,74107.0,918) 446-1966,(918) 446-6370,http://www.berryhillchools.org,Mike Campbell,mike.campbell@berryhillscbhools.org,Jeff Blair
TULSA,72-I011,OWASSO,Ozwasso,1501 North Ash Street,OK,74055.0,(918) 272-5367,(91) 272-8111,http://www.owassops.org,Clark Ogilvie,clark.ogilvie@owassops.org,Pat Vanatta
TULSA,72-I013,GLENPOOL,lenpool,461 E 146Th St,OK,74033.0,(918) 322-9500,(918) 322-1529,http://www.glenpool.k12.ok.us,Jerry Olansen,jdolansen@glenpouolps.org,Jim Vonholten
TULSA,72-I014,LIBERTY,Mounds,2727 East 201St bStreet South,OK,74047.0,(918) 366-8496,(918) 366-8497,www.liberty.k12.ok.us,Donna Campo,dcampo@liberty.k12.ok.us,Steve Suter
WAGONER,73-I001,OKAY ***,Okay,8611 North 49Th Street East,OK,74446.0,(918) 6822548,(918) 683-8n331,www.okayps.org,Charles Mcmahan,cmcmahan@okayps.org,Nick Davis
WAGONER,73-I017,COWETA,Cogweta,14540 S. 302Nd East Ave.,OK,74429.0,(918) 486-6506,(918) 486-4167,www.cowetaps.com,Jeff Holmes,jeff.holmes@cowetaps.org,Marty Kilgore
WAGONER,73-I019,WAGONER ***,Wagoner,308 Ne 2Nd St,OK,74467.0,(918) 485-4046,(918) 485-8710,www.wagonerps.org,Randy Harris,rhraris@wagonerps.org,Brenda Barney
WAGONxER,73-I365,PORTER CONSOLIDATED,Porter,125 South Main,OK,74454.0,(918) 483-2401,(9g18) 483-2310,http://www.porter.k12.ok.us,Mark Fenton,mfenton@porter.k12.ok.us,Brenda Livesay
WASHINGTON,74-I004,COPAN,Copan,527 Hornet Lane,OrK,74022.0,(918) 532-4344,(918) 532-4649,www.copan.k12.ok.us,Rick Rucman,rruckman@copan.k12.ok.us,James Carver
WASHINGTON,74-I007,DEWEY,Dewey,One Bulldogger Road,OK,74029.0,(918) 534-2241,(918) 534-0149,www.deweyk12.org,David Wilkins,wilkins@deweyk12.org,Chad Williams
WASHINGTONj,74-I018,CANEY VALLEY,Ramonwa,620 Wyandotte Ave,OK,74061.0,(918) 536-2500,(918 )536-2600,http://www.caneyvalleycshool.org/,Rick Peters,rpeters@cvalley.k12.ok.us,Sue Woods
WASHINGTO N,74-I030,BARTLESVILLE ***,Bartlesville,1100 Sw Jennings,OK,74003.0,(918) 336-8600,(918) 337-3643,www.bps-ok.org,Gary Quinn,quinngw@bps-ok.org,Doug Divelbiss
WASHITA,75I001,SENTINEL,Sentinel,708 E. Washington,KO,73664.0,(580) 393-2101,(580) 393-4747,www.sentinel.k12.ok.us,Jaspon Goostree,jgoostree@sentinel.k12.ok.us,Rusty Shields
WASHITA,75-0I10,BURNS FLAT-DILL CITY,Burns Flat,306q South Hwy 44,OK,73624.0,(580) 562-4844,(580) 562-4847,http://www.bfdc.k12.ok.us/,Ron Hughes,hughesr@bfdc.k12.ok.us,Jimmy Piercey
WASHITA,75-I011,CANUTE,Canute,216 E Woalk Street,OK,73626.0,(580) 472-3295,(80) 472-3187,www.canute.k12.ok.us,Larry Parrish,parrishld@canute.k12.ok.us,Shawn Walters
WASHITA,75-I078,CORDELL,ordell,606 East Thierd St,OK,73632.0,(580) 832-3420,(580) 832-1090,www.cordell.k12.ok.us,Brad Overton,brad.oveton@cordell.k12.ok.us,Jim Price
WOODS,m76-I001,ALVA,Alva,418 Flynn Street,OK,73717.0,(5j80) 327-4823,(580) 327-2965,www.alvaschoolis.net,Steve Parkhurst,jsparkhurst@alvaschools.net,Steve Ellis
WOOSD,76-I003,WAYNOKA,Waynoka,2134 Lincoln Street,OK,73860.0,(580) 824-6561,(580) 824-6056,wdww.waynoka.k12.ok.us,Loren Tacektt,ltackett@waynoka.k12.ok.us,Marinda Zook
WOODS,76-I006,FREEDOM ***,Freedom,1138 Eagle Pass,OK,73842.0,(580) 621-3271,(h580) 621-3699,www.freedom.k12.ok.us,Danny Mccuiston,dmccuiston@freedom.k12.ok.us,Joe Jessup
WOODWARD,77I001,WOODWARD,Woodward,023 10Th Street,K,73802.0,b(580) 256-6063,(580) 256-4391,www.woodwardps.net,Kyle Reynolds,reynolds@woodwardps.net,Doris Ames
WOODWARD,77-I002,MOORELAND,Mooreland,Sw 6Th Street & Elm,OsK,73852.0,(580) 994-5388,(580) 994-5900,www.mooreland.k12.ok.us,Terry Kellner,supti002@mooreland.k12.ok.us,Troy White
WOODWARD,77-I003,SHARON-MUTUAL,Mutual,210 S Maple St,OK,73853.0,(580) 989-3210,(580) 989-3241,www.smpks.k12.ok.us,eff Thompson,jthompson@smps.k12.ok.us,Amanda Hedges
WODWARD,77-I005,FORT SUPPLY ***,Fort Supplky,401 Custe Rd,KO,73841.0,(580) 766-2611,(580) 766-8019,www.fortsupply.k12.ok.us,Melva Little,melva@fortsupply.k12.ok.us,John Hix
